%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
69.0, -3746.532350365204, -959.0015958549495, 9597.302627241925, -14196.576380321549, -187500.02235174447, -8052.752381891297, -2555.005556941695, -338.9865564091869, 1.01, -0.002, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131233867E9, 0.0, 2023-03-17 14:05:31.233
70.0, -3772.013339044254, -1022.0558669633707, 9539.7021817806, -14255.361468239007, -187500.02235174447, -8125.686124048963, -2577.066728719083, -415.45187419079235, 1.01, -0.002, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131233883E9, 0.0, 2023-03-17 14:05:31.233
71.0, -3739.5809578396033, -978.8946484201728, 9576.806077576408, -14187.501572072695, -187500.02235174447, -8074.2547600573025, -2515.979411122729, -368.04382420108607, 1.01, -0.002, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131240563E9, 0.0, 2023-03-17 14:05:31.240
72.0, -3691.1000241160423, -914.633383111165, 9630.830243924886, -14121.832146863002, -187500.02235174447, -8016.162576217959, -2462.469334896724, -288.4492621957376, 1.01, -0.002, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131240594E9, 0.0, 2023-03-17 14:05:31.240
73.0, -3734.238890914785, -940.695517146053, 9627.745703190054, -14180.103144657987, -187500.02235174447, -8041.509454430277, -2475.656864125355, -308.23055603868437, 1.01, -0.002, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131248651E9, 0.0, 2023-03-17 14:05:31.248
74.0, -3779.2553042477734, -1025.3862768872116, 9541.333859125836, -14261.195273541842, -187500.02235174447, -8145.288603936268, -2594.8810690499627, -439.1000198245072, 1.01, -0.002, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67908713124867E9, 0.0, 2023-03-17 14:05:31.248
75.0, -3748.0299172437094, -990.4281485591113, 9561.741001813532, -14200.33147339004, -187500.02235174447, -8104.876649961073, -2560.0794029330496, -402.2419932177059, 1.01, -0.002, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131256453E9, 0.0, 2023-03-17 14:05:31.256
76.0, -3675.0067681082214, -902.4740341274779, 9633.065418370417, -14110.052777535055, -187500.02235174447, -8009.725273814831, -2476.550933903567, -272.93715154375457, 1.01, -0.002, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67908713125647E9, 0.0, 2023-03-17 14:05:31.256
77.0, -3712.8706232155114, -919.439008169056, 9633.780674192987, -14162.8923014274, -187500.02235174447, -8004.182041189914, -2489.224373009726, -256.4192123912826, 0.994, -0.006, 0.20400000000000001, 192.0, 31.0, 16.0, 255.0, 208.0, 6.0, 96.0, 0.0, 0.0, 0.0, 1.679087131263712E9, 0.0, 2023-03-17 14:05:31.263
78.0, -3765.419574429938, -1010.7682360134406, 9547.41353361768, -14263.139875309453, -187500.02235174447, -8124.434426359467, -2548.881178960941, -378.05740571706366, 0.994, -0.006, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131270225E9, 0.0, 2023-03-17 14:05:31.270
79.0, -3752.0979347345756, -1008.5554133123653, 9546.832388261842, -14232.517985405682, -187500.02235174447, -8119.025304201282, -2590.3213131810803, -385.1205569649407, 0.994, -0.006, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131270328E9, 0.0, 2023-03-17 14:05:31.270
80.0, -3674.9397128748556, -917.6732203570867, 9623.230650810081, -14119.708731139748, -187500.02235174447, -8037.2179194948585, -2460.7482505736652, -294.21601226520687, 0.994, -0.006, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131278232E9, 0.0, 2023-03-17 14:05:31.278
81.0, -3681.309960044618, -897.3554846472126, 9654.523093047512, -14124.335542241997, -187500.02235174447, -8034.468654926855, -2434.7084682832324, -255.61454959089156, 0.994, -0.006, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131278261E9, 0.0, 2023-03-17 14:05:31.278
82.0, -3751.6061963565585, -995.6137532727425, 9567.306586182904, -14241.950421565822, -187500.02235174447, -8139.141874211058, -2559.542961066122, -359.3266438635163, 0.994, -0.006, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131286085E9, 0.0, 2023-03-17 14:05:31.286
83.0, -3763.765545340246, -1018.4125326171556, 9541.870300992763, -14256.210834528309, -187500.02235174447, -8121.104016435625, -2584.241638689237, -394.77651056963333, 0.994, -0.006, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131286109E9, 0.0, 2023-03-17 14:05:31.286
84.0, -3696.5762015075925, -935.1522845211368, 9608.813775636409, -14152.364629788952, -187500.02235174447, -8035.16155900497, -2489.134966031905, -339.7018122317567, 0.994, -0.006, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131292674E9, 0.0, 2023-03-17 14:05:31.292
85.0, -3690.6082857380256, -908.3078394303132, 9636.753456205543, -14141.211109305754, -187500.02235174447, -8010.172308703936, -2466.760869832143, -290.63973315235773, 0.994, -0.006, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131292714E9, 0.0, 2023-03-17 14:05:31.292
86.0, -3744.0066032417544, -977.2629710749354, 9590.686510883155, -14231.065122016087, -187500.02235174447, -8082.5919607391315, -2540.1416468789157, -356.21975138422863, 0.994, -0.006, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131300854E9, 0.0, 2023-03-17 14:05:31.300
87.0, -3772.013339044254, -1025.140407698203, 9542.74201902652, -14270.739468424257, -187500.02235174447, -8148.70842083793, -2588.622580602477, -394.2624204471613, 1.006, 0.0, 0.20400000000000001, 192.0, 31.0, 112.0, 0.0, 0.0, 6.0, 96.0, 0.0, 0.0, 0.0, 1.679087131300873E9, 0.0, 2023-03-17 14:05:31.300
88.0, -3706.6344865124806, -942.5954154247542, 9613.03825533846, -14164.345164816996, -187500.02235174447, -8060.016698839271, -2510.614992453455, -308.0740938274972, 1.006, 0.0, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131308748E9, 0.0, 2023-03-17 14:05:31.308
89.0, -3675.118526830498, -891.7451967889306, 9663.642604785276, -14125.922516098324, -187500.02235174447, -8002.326846400124, -2447.1583899448383, -259.3025874260172, 1.006, 0.0, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131308788E9, 0.0, 2023-03-17 14:05:31.308
90.0, -3727.5780710671033, -950.5526364508435, 9628.259793312525, -14209.473336872261, -187500.02235174447, -8054.49581795881, -2503.2165650387487, -295.3112477435169, 1.006, 0.0, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131315829E9, 0.0, 2023-03-17 14:05:31.315
91.0, -3751.270920189729, -1009.6506487906753, 9568.111248983294, -14256.948442095334, -187500.02235174447, -8112.766815753796, -2585.135708467449, -358.45492582975936, 1.006, 0.0, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131315939E9, 0.0, 2023-03-17 14:05:31.315
92.0, -3714.9046319609442, -963.0025581124495, 9600.074243554383, -14182.919464459357, -187500.02235174447, -8063.660033185486, -2499.886155114908, -328.2800708150948, 1.006, 0.0, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131322381E9, 0.0, 2023-03-17 14:05:31.322
93.0, -3680.5723524775926, -912.7334848324639, 9641.693191730164, -14133.365647001941, -187500.02235174447, -8016.63196285152, -2453.5286371146008, -273.89827655533276, 1.006, 0.0, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131330403E9, 0.0, 2023-03-17 14:05:31.330
94.0, -3733.3895246254833, -956.9452353650613, 9617.754473418532, -14211.90967701789, -187500.02235174447, -8054.160541791981, -2494.454681212268, -313.0138293521201, 1.006, 0.0, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131330467E9, 0.0, 2023-03-17 14:05:31.330
95.0, -3764.749022096279, -1027.7108583105635, 9547.905271995696, -14283.59172148606, -187500.02235174447, -8136.459664876422, -2577.5361153526446, -405.28183046362767, 1.006, 0.0, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131338431E9, 0.0, 2023-03-17 14:05:31.338
96.0, -3733.9259664924107, -990.5622590258431, 9575.219103720083, -14220.425691655362, -187500.02235174447, -8108.899963963028, -2556.972510453762, -370.79308876908885, 1.006, 0.0, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131338467E9, 0.0, 2023-03-17 14:05:31.338
97.0, -3661.81923887959, -901.6470195826316, 9655.797142481464, -14122.927382341311, -187500.02235174447, -8006.104291213071, -2429.880491480886, -286.1246807723857, 1.01, -0.004, 0.19, 192.0, 31.0, 144.0, 255.0, 224.0, 5.0, 240.0, 0.0, 0.0, 0.0, 1.679087131345494E9, 0.0, 2023-03-17 14:05:31.345
98.0, -3704.600477767048, -929.4302379405783, 9651.90793894624, -14178.538522546116, -187500.02235174447, -8019.448282652889, -2459.3847941618915, -263.6388258503468, 1.01, -0.004, 0.19, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131345537E9, 0.0, 2023-03-17 14:05:31.345
99.0, -3745.3477079090726, -1008.3318958678122, 9578.191885732638, -14260.100038063532, -187500.02235174447, -8107.290638362246, -2545.9978039262064, -358.8349054854996, 1.01, -0.004, 0.19, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131353041E9, 0.0, 2023-03-17 14:05:31.353
100.0, -3739.35744039505, -1002.8557184762619, 9571.41930716268, -14230.618087126983, -187500.02235174447, -8105.949533694928, -2541.4827515462343, -348.3295855915053, 1.01, -0.004, 0.19, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131353059E9, 0.0, 2023-03-17 14:05:31.353
101.0, -3671.4304889953723, -918.2543657129247, 9639.614479495822, -14136.18196680331, -187500.02235174447, -8031.205300236381, -2474.516925158134, -267.93036078576574, 1.01, -0.004, 0.19, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131361106E9, 0.0, 2023-03-17 14:05:31.361
102.0, -3681.82405016709, -903.0551794833159, 9673.34326187888, -14149.548309987584, -187500.02235174447, -7989.2063724048585, -2465.3527099314583, -269.02559626407583, 1.01, -0.004, 0.19, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131361125E9, 0.0, 2023-03-17 14:05:31.361
103.0, -3739.022164228221, -993.5573927828542, 9585.657368380711, -14254.042715316144, -187500.02235174447, -8080.31208280469, -2484.329340974014, -358.9019607188655, 1.01, -0.004, 0.19, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131368991E9, 0.0, 2023-03-17 14:05:31.368
104.0, -3730.21557691283, -995.4796428060107, 9572.738060085543, -14227.086511503043, -187500.02235174447, -8093.432556799956, -2520.2485943136926, -339.5677017650249, 1.01, -0.004, 0.19, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131369028E9, 0.0, 2023-03-17 14:05:31.369
105.0, -3659.0029190782216, -907.637287096654, 9643.14605511976, -14118.591143916983, -187500.02235174447, -8021.102311742582, -2442.1292474423944, -256.1062879689083, 1.01, -0.004, 0.19, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131375677E9, 0.0, 2023-03-17 14:05:31.375
106.0, -3666.736622659758, -887.051330453316, 9676.472506102624, -14126.883641109902, -187500.02235174447, -8004.20439293437, -2422.4820640661796, -241.06356395048667, 1.01, -0.004, 0.19, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131375729E9, 0.0, 2023-03-17 14:05:31.375
107.0, -3727.399257111461, -969.8421919157735, 9605.125737801283, -14232.495633661227, -187500.02235174447, -8066.5657599646765, -2505.7646639066534, -364.40048985487107, 1.008, -0.004, 0.194, 192.0, 31.0, 128.0, 255.0, 224.0, 6.0, 16.0, 0.0, 0.0, 0.0, 1.679087131382776E9, 0.0, 2023-03-17 14:05:31.382
108.0, -3738.1951496833744, -998.9218114521279, 9570.882865295753, -14249.371200724985, -187500.02235174447, -8085.69885321842, -2562.158115167393, -397.1904989708065, 1.008, -0.004, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67908713139069E9, 0.0, 2023-03-17 14:05:31.390
109.0, -3671.4304889953723, -915.9521360340282, 9645.805912709942, -14147.290783797596, -187500.02235174447, -8012.5639453606545, -2462.0670034965283, -244.12575294086375, 1.008, -0.004, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131390728E9, 0.0, 2023-03-17 14:05:31.390
110.0, -3668.2341895382633, -891.70049330002, 9674.863180501841, -14139.691190682792, -187500.02235174447, -7986.2112386478475, -2417.542328541557, -202.5291565095373, 1.008, -0.004, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67908713139769E9, 0.0, 2023-03-17 14:05:31.397
111.0, -3718.6373732849806, -954.3300812637904, 9629.19856657965, -14227.645305114425, -187500.02235174447, -8041.420047452456, -2479.7025298717654, -289.03040755157565, 1.008, -0.004, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131397725E9, 0.0, 2023-03-17 14:05:31.397
112.0, -3727.2874983891847, -991.5904392707872, 9582.461068923601, -14248.052447802122, -187500.02235174447, -8091.689120732442, -2529.1445886069046, -341.24408259917294, 1.008, -0.004, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131405315E9, 0.0, 2023-03-17 14:05:31.405
113.0, -3671.29637852864, -921.473016914489, 9633.646563726255, -14152.789312933603, -187500.02235174447, -8030.1771199914365, -2472.527619901612, -275.2840847115618, 1.008, -0.004, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67908713140535E9, 0.0, 2023-03-17 14:05:31.405
114.0, -3641.702668869814, -867.1582778880928, 9688.67655857522, -14115.372492715418, -187500.02235174447, -7965.178247115404, -2427.555910057534, -220.8575869628891, 1.008, -0.004, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131413279E9, 0.0, 2023-03-17 14:05:31.413
115.0, -3703.6170010110145, -926.6139181392095, 9645.895319687763, -14202.276075157652, -187500.02235174447, -8024.745646088797, -2478.808460093553, -272.7359858436568, 1.008, -0.004, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131413305E9, 0.0, 2023-03-17 14:05:31.413
116.0, -3747.5381788656928, -1003.7050847655637, 9563.84206579233, -14273.645195203448, -187500.02235174447, -8121.059312946715, -2557.4642488317786, -370.16723992434027, 1.008, -0.004, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131421271E9, 0.0, 2023-03-17 14:05:31.421
117.0, -3698.364341064017, -942.7071741470306, 9616.592182706856, -14184.484086571229, -187500.02235174447, -8061.469562228866, -2499.3497132479806, -303.78255889207827, 1.006, -0.002, 0.192, 192.0, 31.0, 112.0, 255.0, 240.0, 6.0, 0.0, 0.0, 0.0, 0.0, 1.679087131421296E9, 0.0, 2023-03-17 14:05:31.421
118.0, -3650.017517807188, -879.4517373385116, 9672.739764778587, -14116.735949127193, -187500.02235174447, -7975.013014675738, -2420.2915931095595, -238.53781682703698, 1.006, -0.002, 0.192, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131427882E9, 0.0, 2023-03-17 14:05:31.427
119.0, -3699.2584108422293, -918.2320139684695, 9652.645546513266, -14187.345109861508, -187500.02235174447, -8005.746663301786, -2462.111706985439, -275.3287882004724, 1.006, -0.002, 0.192, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131427916E9, 0.0, 2023-03-17 14:05:31.427
120.0, -3740.4079723844497, -995.8596224617509, 9576.761374087499, -14269.890102134956, -187500.02235174447, -8104.049635416226, -2606.123996510982, -382.75127205267813, 1.006, -0.002, 0.192, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131435957E9, 0.0, 2023-03-17 14:05:31.435
121.0, -3712.960030193333, -962.600226712254, 9600.029540065472, -14209.42863338335, -187500.02235174447, -8073.695966445919, -2515.4429692558015, -339.2771290871059, 1.006, -0.002, 0.192, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131435974E9, 0.0, 2023-03-17 14:05:31.435
122.0, -3666.982491848766, -900.9317637600618, 9645.4259330542, -14142.820434906536, -187500.02235174447, -8018.889489041507, -2434.7084682832324, -256.57567460246975, 1.006, -0.002, 0.192, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131443061E9, 0.0, 2023-03-17 14:05:31.443
123.0, -3703.147614377453, -910.4759586424778, 9656.132418648294, -14190.966092463266, -187500.02235174447, -8015.290858184202, -2448.0077562341403, -255.1228112128748, 1.006, -0.002, 0.192, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131443088E9, 0.0, 2023-03-17 14:05:31.443
124.0, -3752.1649899679414, -995.4572910615553, 9573.453315908113, -14283.122334852498, -187500.02235174447, -8117.863013489607, -2545.17078938136, -360.91361771984316, 1.006, -0.002, 0.192, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131450959E9, 0.0, 2023-03-17 14:05:31.450
125.0, -3735.3564781375503, -981.4874507769885, 9579.153010744216, -14239.715247120292, -187500.02235174447, -8106.396568584034, -2540.7674957236645, -348.06136465804155, 1.006, -0.002, 0.192, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131457476E9, 0.0, 2023-03-17 14:05:31.457
126.0, -3675.9008378864337, -909.9842202644611, 9632.305459058936, -14150.151807087876, -187500.02235174447, -8043.588166664621, -2475.589808891989, -285.25296273862875, 1.006, -0.002, 0.192, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131457531E9, 0.0, 2023-03-17 14:05:31.457
127.0, -3687.434338025372, -894.4944613569334, 9664.804895496953, -14168.346127074496, -187500.02235174447, -8008.741797058797, -2464.7045093422544, -267.59508461893614, 1.006, -0.002, 0.192, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131465599E9, 0.0, 2023-03-17 14:05:31.465
128.0, -3734.775332781712, -972.2338285724913, 9597.928476086674, -14260.72588690828, -187500.02235174447, -8079.909751404495, -2531.3127078190696, -332.9068819173434, 1.0, -0.006, 0.194, 192.0, 31.0, 64.0, 255.0, 208.0, 6.0, 16.0, 0.0, 0.0, 0.0, 1.679087131465636E9, 0.0, 2023-03-17 14:05:31.465
129.0, -3735.2447194152737, -985.4884130344884, 9576.47080140958, -14257.641346173448, -187500.02235174447, -8094.259571344802, -2545.88604520393, -355.5491990505694, 1.0, -0.006, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131473576E9, 0.0, 2023-03-17 14:05:31.473
130.0, -3663.7414889027464, -901.2670399268914, 9643.548386519955, -14154.286879812107, -187500.02235174447, -8015.715541328853, -2461.7093755852434, -288.0245790510868, 1.0, -0.006, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131473605E9, 0.0, 2023-03-17 14:05:31.473
131.0, -3681.019387366699, -892.1475281891261, 9665.430744341702, -14171.117743386954, -187500.02235174447, -8005.925477257429, -2446.554892844545, -265.7175380846904, 1.0, -0.006, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131480624E9, 0.0, 2023-03-17 14:05:31.480
132.0, -3740.497379362271, -974.6701687181197, 9597.906124342218, -14273.466381247805, -187500.02235174447, -8086.615274741087, -2550.9151877063737, -346.9214256908209, 1.0, -0.006, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131480659E9, 0.0, 2023-03-17 14:05:31.480
133.0, -3740.2515101732624, -995.4572910615553, 9570.435830406646, -14280.73069819578, -187500.02235174447, -8113.169147153992, -2556.972510453762, -356.9350072067985, 1.0, -0.006, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131488056E9, 0.0, 2023-03-17 14:05:31.488
134.0, -3691.882335171978, -934.2358629984693, 9615.161671061716, -14195.704662287792, -187500.02235174447, -8056.105143559593, -2488.1291375314163, -300.31803850150567, 1.0, -0.006, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131488083E9, 0.0, 2023-03-17 14:05:31.488
135.0, -3678.8065646656237, -898.3389614032461, 9646.945851677163, -14172.257682354175, -187500.02235174447, -8016.766073318252, -2440.6093288194334, -266.34338692943896, 1.0, -0.006, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131496238E9, 0.0, 2023-03-17 14:05:31.496
136.0, -3728.852120501056, -957.6828429320864, 9606.153918046228, -14263.25163403173, -187500.02235174447, -8060.128457561548, -2498.1874225363044, -336.5725680080138, 1.0, -0.006, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67908713149625E9, 0.0, 2023-03-17 14:05:31.496
137.0, -3744.3418794085837, -999.726474252519, 9565.741964071032, -14300.869619950012, -187500.02235174447, -8108.676446518475, -2566.9190367363735, -378.1468126948849, 1.0, -0.006, 0.194, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131504238E9, 0.0, 2023-03-17 14:05:31.504
138.0, -3698.274934086196, -942.5954154247542, 9601.795327877442, -14212.714339818282, -187500.02235174447, -8071.237274555836, -2504.6470766838884, -316.1877770647737, 1.002, -0.01, 0.2, 192.0, 31.0, 80.0, 255.0, 176.0, 6.0, 64.0, 0.0, 0.0, 0.0, 1.679087131504261E9, 0.0, 2023-03-17 14:05:31.504
139.0, -3679.2983030436403, -902.6081445942098, 9632.640735225767, -14185.825191238546, -187500.02235174447, -8020.990553020305, -2462.6481488523664, -268.5115061416037, 1.002, -0.01, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67908713151019E9, 0.0, 2023-03-17 14:05:31.510
140.0, -3738.9104055059443, -958.1075260767373, 9599.671912154188, -14272.326442280584, -187500.02235174447, -8056.730992404341, -2534.26313808717, -312.8797188853883, 1.002, -0.01, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131517768E9, 0.0, 2023-03-17 14:05:31.517
141.0, -3757.2835394482067, -1009.4271313461222, 9549.000507474007, -14311.30788461064, -187500.02235174447, -8114.934934965961, -2606.548679655633, -369.2061149127621, 1.002, -0.01, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131517819E9, 0.0, 2023-03-17 14:05:31.517
142.0, -3726.572242566615, -972.0773663613041, 9572.64865310772, -14233.792034839635, -187500.02235174447, -8085.274170073769, -2535.067800887561, -334.62796624040203, 1.002, -0.01, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131525893E9, 0.0, 2023-03-17 14:05:31.525
143.0, -3681.4217187668946, -907.793749307841, 9626.76222643402, -14180.438420824818, -187500.02235174447, -8030.132416502526, -2434.820227005509, -274.792346333545, 1.002, -0.01, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131525909E9, 0.0, 2023-03-17 14:05:31.525
144.0, -3720.760789008235, -925.1387030051593, 9634.04889512645, -14264.168055554397, -187500.02235174447, -8041.755323619285, -2469.1748582333157, -309.37049500590507, 1.002, -0.01, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131533899E9, 0.0, 2023-03-17 14:05:31.533
145.0, -3772.1027460220753, -1015.4844540935105, 9547.681754551144, -14362.091048013097, -187500.02235174447, -8148.127275482092, -2586.1191852234824, -442.69865068181167, 1.002, -0.01, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131533917E9, 0.0, 2023-03-17 14:05:31.533
146.0, -3749.9298155224105, -992.3503985822676, 9563.372679158769, -14307.910419453434, -187500.02235174447, -8123.249783903335, -2588.3096561801026, -395.17884196982885, 1.002, -0.01, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131540467E9, 0.0, 2023-03-17 14:05:31.540
