%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
147.0, -3691.9940938942545, -922.0988657592376, 9621.062531597916, -14229.321685948575, -187500.02235174447, -8052.439457468922, -2496.645152168888, -307.2694310271062, 1.002, -0.01, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131540486E9, 0.0, 2023-03-17 14:05:31.540
148.0, -3724.426475098905, -935.0628775433156, 9624.99643862205, -14273.39932601444, -187500.02235174447, -8054.40641098099, -2488.5761724205227, -304.54251820355876, 1.0, -0.006, 0.2, 192.0, 31.0, 64.0, 255.0, 208.0, 6.0, 64.0, 0.0, 0.0, 0.0, 1.679087131548456E9, 0.0, 2023-03-17 14:05:31.548
149.0, -3760.815115072145, -1007.2590121339575, 9557.382411644747, -14353.776199075724, -187500.02235174447, -8137.733714310374, -2564.12506867946, -392.80955705756634, 1.0, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131548473E9, 0.0, 2023-03-17 14:05:31.548
150.0, -3756.1883039698964, -1003.369808598734, 9554.968423243574, -14332.095006954076, -187500.02235174447, -8141.108827723126, -2570.204743171304, -387.1545657103736, 1.0, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131556386E9, 0.0, 2023-03-17 14:05:31.556
151.0, -3693.2010880948415, -926.6362698836649, 9614.982857106073, -14237.614183141493, -187500.02235174447, -8062.475390729355, -2496.8463178689863, -312.9467741187542, 1.0, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131556401E9, 0.0, 2023-03-17 14:05:31.556
152.0, -3704.4216638114053, -915.5274528893773, 9639.972107407106, -14253.170997282386, -187500.02235174447, -8026.600840878587, -2487.212716008749, -298.1722710337962, 1.0, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131563197E9, 0.0, 2023-03-17 14:05:31.563
153.0, -3762.469144161838, -1009.4494830905776, 9552.867359264776, -14354.536158387204, -187500.02235174447, -8132.212833429913, -2598.993790029739, -387.4898418772032, 1.0, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131563212E9, 0.0, 2023-03-17 14:05:31.563
154.0, -3768.7052808648687, -1029.655460078175, 9526.93933569662, -14348.389428661994, -187500.02235174447, -8158.4314296759885, -2626.486435709767, -403.560746140569, 1.0, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131570193E9, 0.0, 2023-03-17 14:05:31.570
155.0, -3687.4119862809166, -932.2242059974917, 9614.133490816772, -14232.562688894594, -187500.02235174447, -8071.93017863395, -2474.181648991305, -308.0293903385866, 1.0, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131578064E9, 0.0, 2023-03-17 14:05:31.578
156.0, -3685.333274046573, -908.7772260638745, 9647.728162733098, -14234.417883684384, -187500.02235174447, -8038.916652073462, -2447.113686455928, -285.85645983892204, 1.0, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131578083E9, 0.0, 2023-03-17 14:05:31.578
157.0, -3748.767524810735, -993.6691515051308, 9573.319205441381, -14337.459425623349, -187500.02235174447, -8131.721095051897, -2534.710172976276, -380.5831528405134, 1.0, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131586197E9, 0.0, 2023-03-17 14:05:31.586
158.0, -3769.107612265064, -1036.3609834147674, 9521.686675749621, -14365.287347470206, -187500.02235174447, -8159.99605178786, -2591.9529905263175, -422.31385973857164, 1.0, -0.004, 0.202, 192.0, 31.0, 64.0, 255.0, 224.0, 6.0, 80.0, 0.0, 0.0, 0.0, 1.679087131586215E9, 0.0, 2023-03-17 14:05:31.586
159.0, -3713.563527293626, -965.662415702631, 9575.46497290909, -14278.87550340599, -187500.02235174447, -8082.167277594481, -2544.3661265809687, -356.6444345288795, 1.0, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131592929E9, 0.0, 2023-03-17 14:05:31.592
160.0, -3689.244829326252, -918.567290135299, 9622.046008353951, -14247.337191979552, -187500.02235174447, -8039.520149173755, -2464.436288408791, -302.8437856249554, 1.0, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131592951E9, 0.0, 2023-03-17 14:05:31.592
161.0, -3744.185417197397, -981.24158158798, 9582.304606712414, -14334.084312210598, -187500.02235174447, -8096.226524856869, -2523.9366321488183, -388.67448433333453, 1.0, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131600858E9, 0.0, 2023-03-17 14:05:31.600
162.0, -3773.5109059227593, -1043.982928274027, 9518.22215535905, -14380.732402888823, -187500.02235174447, -8176.893970596072, -2593.6070196160103, -464.6257119924679, 1.0, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131600874E9, 0.0, 2023-03-17 14:05:31.600
163.0, -3728.583899567592, -982.4485757885666, 9574.392089175235, -14299.170887371409, -187500.02235174447, -8107.5365075512545, -2535.447780543301, -355.7503647506672, 1.0, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131608732E9, 0.0, 2023-03-17 14:05:31.608
164.0, -3703.6170010110145, -932.7382961199637, 9625.644639211254, -14261.06116307511, -187500.02235174447, -8048.125570789048, -2518.818082668553, -292.7407971311566, 1.0, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131608745E9, 0.0, 2023-03-17 14:05:31.608
165.0, -3755.294234191684, -978.8052414423515, 9603.605819178321, -14339.292268668685, -187500.02235174447, -8092.382024810556, -2545.237844614726, -340.7746959656115, 1.0, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131615905E9, 0.0, 2023-03-17 14:05:31.615
166.0, -3780.9987403152873, -1040.9430910281053, 9537.668173035167, -14395.216333295863, -187500.02235174447, -8150.585967372176, -2588.197897457826, -429.7569906421889, 1.0, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131615923E9, 0.0, 2023-03-17 14:05:31.615
167.0, -3754.1989987133743, -1000.7770062419185, 9562.903292525209, -14327.401140618462, -187500.02235174447, -8101.769757481785, -2546.511894048678, -386.61812384344626, 1.0, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131623473E9, 0.0, 2023-03-17 14:05:31.623
168.0, -3705.338085334073, -932.8724065866955, 9614.982857106073, -14258.669526418393, -187500.02235174447, -8042.358820719579, -2483.4799746847125, -311.62802119589105, 0.988, -0.008, 0.202, 192.0, 30.0, 224.0, 255.0, 192.0, 6.0, 80.0, 0.0, 0.0, 0.0, 1.679087131623492E9, 0.0, 2023-03-17 14:05:31.623
169.0, -3746.6217573430254, -960.2979970333573, 9608.545554702945, -14322.707274282846, -187500.02235174447, -8056.328661004146, -2499.237954525704, -323.69796320175686, 0.988, -0.008, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131630497E9, 0.0, 2023-03-17 14:05:31.630
170.0, -3781.1999060153853, -1037.143294470703, 9532.639030532722, -14403.285313044229, -187500.02235174447, -8146.361487670123, -2587.840269546541, -422.38091497193756, 0.988, -0.008, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131638415E9, 0.0, 2023-03-17 14:05:31.638
171.0, -3753.595501613081, -1005.7614452554519, 9550.609833074788, -14344.07554198212, -187500.02235174447, -8128.457740361422, -2556.4137168423795, -377.9456469947871, 0.988, -0.008, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131638436E9, 0.0, 2023-03-17 14:05:31.638
172.0, -3680.8405734110565, -916.1085982452153, 9626.71752294511, -14242.799787855123, -187500.02235174447, -8055.278129014747, -2496.5110417021565, -294.9312680877767, 0.988, -0.008, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131645615E9, 0.0, 2023-03-17 14:05:31.645
173.0, -3715.3293151055955, -927.1727117505923, 9636.440531783168, -14290.833686689579, -187500.02235174447, -8021.169366975948, -2496.5780969355224, -299.22280302319564, 0.988, -0.008, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131645636E9, 0.0, 2023-03-17 14:05:31.645
174.0, -3781.8481066045892, -1030.9742130010384, 9537.578766057344, -14408.202696824395, -187500.02235174447, -8120.388760613056, -2562.225170400759, -421.5762521715465, 0.988, -0.008, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131652923E9, 0.0, 2023-03-17 14:05:31.652
175.0, -3773.0862227781085, -1025.2968699093904, 9536.997620701506, -14372.439905695905, -187500.02235174447, -8129.79884502874, -2560.4146790998793, -406.22060373075055, 0.988, -0.008, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131652944E9, 0.0, 2023-03-17 14:05:31.652
176.0, -3707.2379836127743, -944.8082381258296, 9603.628170922777, -14269.15249456793, -187500.02235174447, -8055.702812159398, -2512.1796145653266, -308.63288743887995, 0.988, -0.008, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131661075E9, 0.0, 2023-03-17 14:05:31.661
177.0, -3721.9007279754555, -936.8957205886509, 9626.359895033824, -14290.341948311561, -187500.02235174447, -8024.298611199691, -2497.4051114803688, -300.74272164615655, 0.988, -0.008, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131661095E9, 0.0, 2023-03-17 14:05:31.661
178.0, -3775.120231523542, -1024.8051315313735, 9539.813940502876, -14393.94228386191, -187500.02235174447, -8135.051504975737, -2560.9958244557174, -406.399417686393, 0.996, -0.004, 0.202, 192.0, 31.0, 32.0, 255.0, 224.0, 6.0, 80.0, 0.0, 0.0, 0.0, 1.679087131668279E9, 0.0, 2023-03-17 14:05:31.668
179.0, -3756.635338859003, -1021.050038462882, 9538.092856179817, -14372.305795229173, -187500.02235174447, -8145.914452781017, -2554.3126528635803, -402.80078682908857, 0.996, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131668314E9, 0.0, 2023-03-17 14:05:31.668
180.0, -3714.7705214942125, -965.5283052358992, 9582.483420668057, -14300.333178083085, -187500.02235174447, -8075.864085658084, -2511.911393631863, -372.84944925897713, 0.996, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131675817E9, 0.0, 2023-03-17 14:05:31.675
181.0, -3695.5480212626485, -918.4331796685672, 9639.05568588444, -14275.299224293141, -187500.02235174447, -8019.738855330808, -2443.1350759428833, -321.35103003394966, 0.996, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67908713167585E9, 0.0, 2023-03-17 14:05:31.675
182.0, -3759.7645830827455, -1002.8333667318067, 9570.234664706548, -14383.727536645834, -187500.02235174447, -8107.380045340067, -2554.3126528635803, -355.1021641614633, 0.996, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131683713E9, 0.0, 2023-03-17 14:05:31.683
183.0, -3790.65469391998, -1060.5232191709542, 9506.465137775558, -14429.638019757036, -187500.02235174447, -8175.977549073405, -2636.298851525647, -406.84645257549914, 0.996, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131683738E9, 0.0, 2023-03-17 14:05:31.683
184.0, -3719.6208500410144, -973.083194861793, 9581.343481700836, -14322.237887649286, -187500.02235174447, -8077.227542069858, -2501.6966464157877, -334.67266972931264, 0.996, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131690854E9, 0.0, 2023-03-17 14:05:31.690
185.0, -3685.556791491126, -913.6722580995868, 9642.073171385906, -14279.121372594998, -187500.02235174447, -8016.117872729048, -2458.7142418282324, -284.96239006070977, 0.996, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131690904E9, 0.0, 2023-03-17 14:05:31.690
186.0, -3747.3146614211396, -985.7119304790415, 9589.010130049006, -14379.190132521408, -187500.02235174447, -8079.3062543042015, -2551.071649917561, -377.4539086167704, 0.996, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131697999E9, 0.0, 2023-03-17 14:05:31.697
187.0, -3781.401071715483, -1051.627224877742, 9518.445672803602, -14440.255098373307, -187500.02235174447, -8145.422714403, -2625.4806072092783, -426.73950514072243, 0.996, -0.004, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131705341E9, 0.0, 2023-03-17 14:05:31.705
188.0, -3735.1553124374527, -991.1210526372257, 9563.03740299194, -14355.60904212106, -187500.02235174447, -8110.88926921955, -2559.006519199195, -348.9554344362539, 1.002, -0.006, 0.2, 192.0, 31.0, 80.0, 255.0, 208.0, 6.0, 64.0, 0.0, 0.0, 0.0, 1.679087131705401E9, 0.0, 2023-03-17 14:05:31.705
189.0, -3685.981474635777, -918.2096622240141, 9633.110121859327, -14290.431355289384, -187500.02235174447, -8048.5502539336985, -2460.0553464955506, -285.27531448308406, 1.002, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131713393E9, 0.0, 2023-03-17 14:05:31.713
190.0, -3732.6519170584584, -959.4262789996004, 9614.826394894886, -14360.03468752321, -187500.02235174447, -8076.556989736198, -2482.9211810733295, -319.16055907732954, 1.002, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131713462E9, 0.0, 2023-03-17 14:05:31.713
191.0, -3769.1299640095194, -1033.4776083800327, 9543.770199271465, -14429.056874401198, -187500.02235174447, -8148.037868504271, -2573.646911817421, -409.68512412132316, 1.002, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131721411E9, 0.0, 2023-03-17 14:05:31.721
192.0, -3751.427382400916, -1004.6885615215972, 9561.159856457694, -14374.831542352624, -187500.02235174447, -8116.298391377734, -2550.714022006276, -376.31396964954973, 1.002, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131721449E9, 0.0, 2023-03-17 14:05:31.721
193.0, -3688.797794437146, -920.6460023696426, 9635.546462004955, -14289.872561678001, -187500.02235174447, -8022.085788498615, -2461.619968607422, -275.50760215611484, 1.002, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131728004E9, 0.0, 2023-03-17 14:05:31.728
194.0, -3735.8035130266567, -950.1950085395586, 9623.387113021268, -14355.832559565612, -187500.02235174447, -8035.809759594174, -2478.3837769489023, -306.12949205988554, 1.002, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131728027E9, 0.0, 2023-03-17 14:05:31.728
195.0, -3770.7616413547566, -1028.8060937888736, 9548.620527818266, -14435.516528548782, -187500.02235174447, -8121.3945891135445, -2563.7003855348094, -398.01751351565287, 1.002, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131736468E9, 0.0, 2023-03-17 14:05:31.736
196.0, -3751.8967690344775, -1010.9694017135384, 9559.550530856912, -14388.71197565937, -187500.02235174447, -8106.664789517497, -2558.4700773322675, -367.59678931197993, 1.002, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131736493E9, 0.0, 2023-03-17 14:05:31.736
197.0, -3701.203012609841, -940.1590752791257, 9614.71463617261, -14310.68203576589, -187500.02235174447, -8046.4938934438105, -2497.293352758092, -315.74074217566755, 1.002, -0.006, 0.2, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67908713174398E9, 0.0, 2023-03-17 14:05:31.743
198.0, -3732.78602752519, -943.8247613697961, 9628.617421223811, -14347.36124841705, -187500.02235174447, -8045.644527154509, -2497.785091136109, -310.89041362886593, 1.002, -0.008, 0.20400000000000001, 192.0, 31.0, 80.0, 255.0, 192.0, 6.0, 96.0, 0.0, 0.0, 0.0, 1.679087131744E9, 0.0, 2023-03-17 14:05:31.744
199.0, -3780.1493740259857, -1029.1190182112477, 9551.258033663993, -14435.896508204522, -187500.02235174447, -8135.319725909201, -2566.9860919697394, -381.45487087427034, 1.002, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131751213E9, 0.0, 2023-03-17 14:05:31.751
200.0, -3772.952112311377, -1027.9567274995718, 9548.59817607381, -14410.437871269927, -187500.02235174447, -8124.009743214816, -2563.9909582127284, -379.9349522513094, 1.002, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131751237E9, 0.0, 2023-03-17 14:05:31.751
201.0, -3699.526631775693, -938.4826944449776, 9620.928421131184, -14303.708291495836, -187500.02235174447, -8041.196530007903, -2516.0464663560947, -298.55225068953644, 1.002, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131757545E9, 0.0, 2023-03-17 14:05:31.757
202.0, -3724.1806059098967, -935.5993194102431, 9634.898261415752, -14332.586745332092, -187500.02235174447, -8035.027448538238, -2480.9318758168074, -295.6241721658912, 1.002, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131765609E9, 0.0, 2023-03-17 14:05:31.765
203.0, -3799.0813015796307, -1038.4843991380214, 9543.256109148993, -14458.360011382105, -187500.02235174447, -8129.865900262106, -2560.7052517777984, -406.4441211753036, 1.002, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131765673E9, 0.0, 2023-03-17 14:05:31.765
204.0, -3806.7703016722567, -1060.6126261487755, 9519.295039092904, -14463.344450395638, -187500.02235174447, -8135.006801486827, -2602.771234842686, -430.3604877424822, 1.002, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131773693E9, 0.0, 2023-03-17 14:05:31.773
205.0, -3729.9920594682767, -968.7022529485528, 9593.055795795417, -14343.136768714998, -187500.02235174447, -8064.598806452609, -2509.2515360416814, -351.5929402819801, 1.002, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131773714E9, 0.0, 2023-03-17 14:05:31.773
206.0, -3706.075692901098, -917.18148197907, 9646.521168532512, -14317.141689913475, -187500.02235174447, -8022.935154787917, -2452.1204772139167, -287.91282032881026, 1.002, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131780779E9, 0.0, 2023-03-17 14:05:31.780
207.0, -3756.4118214144496, -985.7119304790415, 9593.65929289571, -14411.37664453705, -187500.02235174447, -8084.558914251199, -2522.036733870117, -363.21584739873975, 1.002, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131780798E9, 0.0, 2023-03-17 14:05:31.780
208.0, -3778.428289702927, -1038.819675304851, 9537.399952101703, -14444.367819353083, -187500.02235174447, -8150.720077838908, -2583.1687549553817, -427.85709236348777, 1.002, -0.01, 0.202, 192.0, 31.0, 80.0, 255.0, 176.0, 6.0, 80.0, 0.0, 0.0, 0.0, 1.679087131788273E9, 0.0, 2023-03-17 14:05:31.788
209.0, -3727.5780710671033, -977.1065088637482, 9583.578656146366, -14353.865606053545, -187500.02235174447, -8090.258609087302, -2529.3457543070026, -346.76496347963376, 1.002, -0.01, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131788298E9, 0.0, 2023-03-17 14:05:31.788
210.0, -3706.3886173234723, -930.8607495857179, 9631.791368936465, -14321.612038804536, -187500.02235174447, -8041.487102685822, -2477.7132246152432, -274.50177365562604, 1.002, -0.01, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131796278E9, 0.0, 2023-03-17 14:05:31.796
211.0, -3749.0580974886534, -973.6196367287204, 9613.32882801638, -14396.89271413001, -187500.02235174447, -8070.901998389006, -2510.1232540754386, -304.58722169246937, 1.002, -0.01, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131796294E9, 0.0, 2023-03-17 14:05:31.796
212.0, -3784.239743261307, -1046.307509697379, 9539.45631259159, -14460.259909660806, -187500.02235174447, -8151.815313317217, -2591.3047899371136, -403.6054496294796, 1.002, -0.01, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131803416E9, 0.0, 2023-03-17 14:05:31.803
213.0, -3758.490533648793, -1010.142387168692, 9562.79153380293, -14398.703205430891, -187500.02235174447, -8107.581211040165, -2564.2815308906474, -369.6531498018682, 1.002, -0.01, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67908713180343E9, 0.0, 2023-03-17 14:05:31.803
214.0, -3703.4828905442823, -933.3194414758017, 9635.077075371395, -14324.763634772735, -187500.02235174447, -8020.945849531395, -2500.936687104307, -300.8768321128884, 1.002, -0.01, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131810833E9, 0.0, 2023-03-17 14:05:31.810
215.0, -3760.166914482941, -985.8460409457733, 9602.868211611296, -14407.062757857175, -187500.02235174447, -8072.578379223154, -2518.505158246179, -349.9389111922874, 1.002, -0.01, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131810846E9, 0.0, 2023-03-17 14:05:31.810
216.0, -3795.6391329335133, -1061.9760825605492, 9524.100664150794, -14478.186008713963, -187500.02235174447, -8175.530514184298, -2580.12891770946, -426.51598769616936, 1.002, -0.01, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131817972E9, 0.0, 2023-03-17 14:05:31.817
217.0, -3753.953129524366, -1012.6457825476865, 9559.103495967805, -14405.341673534116, -187500.02235174447, -8116.544260566743, -2546.109562648483, -388.6521325888792, 1.002, -0.01, 0.202, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131826011E9, 0.0, 2023-03-17 14:05:31.826
218.0, -3696.4420910408608, -937.1415897776592, 9623.789444421463, -14328.384617374495, -187500.02235174447, -8034.043971782205, -2475.6121606364445, -317.26066079862846, 1.006, -0.008, 0.20400000000000001, 192.0, 31.0, 112.0, 255.0, 192.0, 6.0, 96.0, 0.0, 0.0, 0.0, 1.679087131826028E9, 0.0, 2023-03-17 14:05:31.826
219.0, -3730.9978879687656, -954.2183225415138, 9629.66795321321, -14378.877208099033, -187500.02235174447, -8033.194605492903, -2491.101919543972, -321.93217538978763, 1.006, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131833108E9, 0.0, 2023-03-17 14:05:31.833
220.0, -3782.6751211494357, -1046.0392887639152, 9540.08216143634, -14478.923616280988, -187500.02235174447, -8138.851301533139, -2582.006464243706, -417.4188277028594, 1.006, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131833125E9, 0.0, 2023-03-17 14:05:31.833
221.0, -3757.3505946815726, -1018.4795878505216, 9558.522350611967, -14429.57096452367, -187500.02235174447, -8123.98739147036, -2548.7023650052984, -383.82415578653286, 1.006, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131840479E9, 0.0, 2023-03-17 14:05:31.840
222.0, -3703.2593730997296, -947.4680957160111, 9612.479461727078, -14349.328201929118, -187500.02235174447, -8056.2392540263245, -2490.6772363993214, -315.5395764755698, 1.006, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131840492E9, 0.0, 2023-03-17 14:05:31.840
223.0, -3742.8443125300782, -962.5778749677986, 9612.94884836064, -14392.936455361421, -187500.02235174447, -8071.416088511478, -2507.5304517186228, -313.5279194745922, 1.006, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131848514E9, 0.0, 2023-03-17 14:05:31.848
224.0, -3785.1114612950637, -1042.01597476196, 9539.925699225152, -14482.075212249187, -187500.02235174447, -8163.058240778237, -2594.8810690499627, -409.0816270210299, 1.006, -0.008, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.679087131848527E9, 0.0, 2023-03-17 14:05:31.848
