0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.156843	0.000000
1.000000	-3789.760624	-10591.575276	7329.092303	7542.238539	-5706.534470	-8782.894466	-2850.875598	-2980.202792	1.010000	-0.006000	0.206000	192.000000	31.000000	144.000000	255.000000	208.000000	6.000000	112.000000	0.000000	0.000000	0.000000	1679087472.164390	0.000000
2.000000	-3812.335886	-10612.407102	7312.529661	7573.687443	-5739.190369	-8811.772920	-2892.941581	-3018.245461	1.010000	-0.006000	0.206000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.171816	0.000000
3.000000	-3759.138734	-10554.761953	7357.255501	7604.465795	-5696.654999	-8768.701109	-2853.468401	-2967.462297	1.010000	-0.006000	0.206000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.171836	0.000000
4.000000	-3738.575129	-10530.555013	7381.529496	7633.098380	-5668.804725	-8744.762390	-2826.065162	-2938.785009	1.010000	-0.006000	0.206000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.178562	0.000000
5.000000	-3794.879174	-10587.037872	7339.731734	7652.678508	-5714.201118	-8781.083975	-2863.102003	-2975.397167	1.010000	-0.006000	0.206000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.178586	0.000000
6.000000	-3804.982162	-10606.394482	7316.262402	7675.633749	-5733.535377	-8806.252039	-2893.746244	-2991.088091	1.010000	-0.006000	0.206000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.186455	0.000000
7.000000	-3759.608121	-10562.875636	7342.838626	7702.545250	-5692.586981	-8781.329844	-2858.296377	-2955.839390	1.010000	-0.006000	0.206000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.186477	0.000000
8.000000	-3715.619888	-10517.032208	7383.094118	7732.787160	-5640.619176	-8740.023820	-2815.716304	-2905.235041	1.012000	-0.012000	0.202000	192.000000	31.000000	160.000000	255.000000	160.000000	6.000000	80.000000	0.000000	0.000000	0.000000	1679087472.194540	0.000000
9.000000	-3760.435135	-10559.098191	7357.546074	7767.633530	-5671.688100	-8757.726402	-2845.153552	-2935.320489	1.012000	-0.012000	0.202000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.194558	0.000000
10.000000	-3809.944249	-10614.217593	7304.639495	7798.613047	-5733.602432	-8809.269525	-2886.034892	-3007.293106	1.012000	-0.012000	0.202000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.201698	0.000000
11.000000	-3764.190228	-10569.134124	7334.859053	7829.525510	-5696.811461	-8778.334710	-2891.488718	-2991.959809	1.012000	-0.012000	0.202000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.201716	0.000000
12.000000	-3724.493530	-10526.039961	7369.861885	7857.822818	-5661.339243	-8742.594271	-2830.826084	-2944.037669	1.012000	-0.012000	0.202000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.209050	0.000000
13.000000	-3756.300063	-10553.577310	7356.875522	7878.721700	-5674.079737	-8761.235626	-2808.094359	-2928.905538	1.012000	-0.012000	0.202000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.209062	0.000000
14.000000	-3785.759662	-10589.183639	7326.454798	7902.213383	-5702.309990	-8810.029484	-2837.308089	-2986.953019	1.012000	-0.012000	0.202000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.217100	0.000000
15.000000	-3780.775223	-10581.226418	7325.471321	7927.381447	-5713.485862	-8787.297760	-2852.820200	-2988.294123	1.012000	-0.012000	0.202000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.217125	0.000000
16.000000	-3744.118362	-10540.389781	7355.601472	7955.276424	-5681.545220	-8745.120018	-2819.605508	-2928.793779	1.012000	-0.012000	0.202000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.223998	0.000000
17.000000	-3769.442888	-10558.561749	7348.828894	7989.742814	-5685.322664	-8764.007242	-2828.993240	-2950.854951	1.012000	-0.012000	0.202000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679087472.231286	0.000000
18.000000	-3808.580793	-10603.756977	7313.423731	8022.331658	-5722.426560	-8808.688379	-2879.731700	-2994.709074	1.008000	-0.008000	0.208000	192.000000	31.000000	128.000000	255.000000	192.000000	6.000000	128.000000	0.000000	0.000000	0.000000	1679087472.231307	0.000000
